Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,,Sales,Quantity,Discount,Profit,Inventory
3108,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001471,Office Supplies,Paper,,21.93,3,0,10.0878,65.79
3109,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10002344,Office Supplies,Storage,,242.94,3,0,4.8588,728.82
3110,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001892,Office Supplies,Paper,,7.64,1,0,3.7436,22.92
3111,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001934,Office Supplies,Paper,,51.84,8,0,25.4016,207.36
3112,CA-2016-121671,7/17/2016,7/22/2016,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000078,Office Supplies,Storage,,265.17,1,0,47.7306,530.34
3113,CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,,837.6,3,0.2,62.82,1675.2
3114,CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-EN-10002504,Office Supplies,Envelopes,,135.9,5,0,63.873,271.8
3115,CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10002160,Office Supplies,Paper,,34.68,6,0,16.9932,34.68
3116,CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10001973,Furniture,Chairs,,532.704,6,0.2,-39.9528,1065.408
3117,CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10001492,Office Supplies,Appliances,,43.1,5,0,11.206,172.4
3118,CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-SU-10002189,Office Supplies,Supplies,,15.88,4,0,0.1588,47.64
3119,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-CH-10003312,Furniture,Chairs,,1123.92,5,0.2,-182.637,5619.6
3120,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,TEC-PH-10002496,Technology,Phones,,249.584,2,0.2,31.198,249.584
3121,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10003464,Furniture,Furnishings,,48.672,3,0.2,7.3008,97.344
3122,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-AR-10000380,Office Supplies,Art,,60.768,2,0.2,7.596,182.304
3123,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10004593,Office Supplies,Binders,,78.6,5,0.7,-62.88,314.4
3124,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001308,Office Supplies,Binders,,3.768,2,0.7,-3.14,3.768
3125,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10001780,Office Supplies,Storage,,1036.624,2,0.2,51.8312,1036.624
3126,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10003816,Office Supplies,Storage,,563.808,4,0.2,21.1428,1127.616
3127,CA-2017-149895,9/8/2017,9/12/2017,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,Technology,Phones,,258.528,2,0.4,-47.3968,1034.112
3128,CA-2017-147564,10/2/2017,10/6/2017,Standard Class,BP-11155,Becky Pak,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004438,Office Supplies,Paper,,49.12,4,0,23.0864,147.36
3129,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-FU-10004090,Furniture,Furnishings,,44.46,2,0,14.6718,133.38
3130,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-CH-10002602,Furniture,Chairs,,241.568,2,0.2,18.1176,966.272
3131,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,TEC-AC-10001142,Technology,Accessories,,395,5,0,39.5,1580
3132,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,TEC-PH-10004977,Technology,Phones,,627.168,4,0.2,70.5564,1881.504
3133,CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East,FUR-FU-10004586,Furniture,Furnishings,,13.28,2,0,6.3744,13.28
3134,CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East,OFF-BI-10001116,Office Supplies,Binders,,12.672,3,0.2,4.4352,63.36
3135,CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-BI-10000666,Office Supplies,Binders,,30.56,5,0.8,-45.84,30.56
3136,CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-ST-10002583,Office Supplies,Storage,,77.952,3,0.2,-15.5904,311.808
3137,CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TEC-PH-10004908,Technology,Phones,,67.992,1,0.2,8.499,203.976
3138,CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-EN-10001219,Office Supplies,Envelopes,,12.224,2,0.2,4.4312,48.896
3139,CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TEC-AC-10004568,Technology,Accessories,,44.784,2,0.2,-0.5598,179.136
3140,CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,FUR-FU-10001756,Furniture,Furnishings,,22.848,3,0.6,-17.7072,114.24
3141,CA-2015-112557,4/25/2015,4/28/2015,First Class,JL-15850,John Lucas,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002311,Office Supplies,Appliances,,206.43,3,0,90.8292,1032.15
3142,US-2014-122959,12/12/2014,12/12/2014,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10003650,Office Supplies,Binders,,210.392,2,0.8,-336.6272,210.392
3143,CA-2017-162572,9/25/2017,9/27/2017,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,TEC-AC-10003628,Technology,Accessories,,119.96,5,0.2,35.988,119.96
3144,CA-2017-162572,9/25/2017,9/27/2017,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10001547,Office Supplies,Art,,10.608,6,0.2,0.9282,10.608
3145,US-2016-148110,9/5/2016,9/11/2016,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745,Central,FUR-CH-10002647,Furniture,Chairs,,347.802,7,0.3,-24.843,1391.208
3146,CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004495,Furniture,Chairs,,963.136,4,0.2,108.3528,2889.408
3147,CA-2017-131828,2/11/2017,2/13/2017,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,TEC-PH-10002923,Technology,Phones,,88.776,3,0.2,7.7679,443.88
3148,CA-2014-109218,6/30/2014,7/3/2014,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001374,Office Supplies,Art,,32.4,5,0,10.368,97.2
3149,CA-2016-120558,6/7/2016,6/10/2016,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035,East,OFF-PA-10003441,Office Supplies,Paper,,32.4,5,0,15.552,64.8
3150,US-2014-109036,12/20/2014,12/25/2014,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10002043,Office Supplies,Labels,,31.05,3,0,14.904,31.05
3151,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002049,Technology,Accessories,,2025.36,6,0.2,607.608,8101.44
3152,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10000418,Technology,Machines,,1799.994,2,0.7,-2639.9912,7199.976
3153,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-PH-10004908,Technology,Phones,,101.988,2,0.4,-16.998,305.964
3154,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10004091,Furniture,Furnishings,,262.864,7,0.2,69.0018,788.592
3155,CA-2017-150497,7/20/2017,7/24/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,55369,Central,OFF-BI-10004600,Office Supplies,Binders,,735.98,2,0,331.191,2207.94
3156,CA-2014-128986,8/3/2014,8/5/2014,Second Class,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10001289,Office Supplies,Paper,,93.024,3,0.2,33.7212,465.12
3157,CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001539,Furniture,Tables,,284.364,2,0.4,-75.8304,1421.82
3158,CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,,26,2,0,11.7,52
3159,US-2016-162677,3/26/2016,3/27/2016,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001291,Office Supplies,Storage,,67.64,5,0.2,5.9185,135.28
3160,US-2016-162677,3/26/2016,3/27/2016,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10001314,Technology,Accessories,,119.976,3,0.2,-17.9964,119.976
3161,US-2014-150924,9/12/2014,9/16/2014,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004040,Office Supplies,Binders,,5.18,5,0.8,-8.029,5.18
3162,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10001539,Office Supplies,Envelopes,,15.56,2,0,7.3132,31.12
3163,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10004483,Office Supplies,Envelopes,,78.35,5,0,36.8245,235.05
3164,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001615,Office Supplies,Art,,59.52,3,0,15.4752,297.6
3165,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10000327,Office Supplies,Paper,,38.52,9,0,17.334,77.04
3166,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001299,Technology,Phones,,239.984,2,0.2,23.9984,1199.92
3167,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10002246,Office Supplies,Paper,,19.35,3,0,9.4815,19.35
3168,CA-2016-146682,10/29/2016,10/31/2016,First Class,KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911,Central,FUR-FU-10002671,Furniture,Furnishings,,67,5,0,32.16,134
3169,CA-2016-138695,5/28/2016,6/3/2016,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,FUR-CH-10003833,Furniture,Chairs,,390.272,8,0.2,-24.392,1170.816
3170,CA-2016-138695,5/28/2016,6/3/2016,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,OFF-PA-10001667,Office Supplies,Paper,,62.192,13,0.2,19.435,62.192
3171,CA-2017-107461,12/21/2017,12/26/2017,Second Class,PK-19075,Pete Kriz,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10002003,Office Supplies,Binders,,23.88,6,0,11.2236,119.4
3172,US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10004465,Office Supplies,Binders,,3.168,2,0.8,-4.752,15.84
3173,US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10000665,Furniture,Chairs,,528.43,5,0.3,0,1056.86
3174,US-2016-133879,3/21/2016,3/28/2016,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AR-10004956,Office Supplies,Art,,13.392,3,0.2,1.5066,53.568
3175,CA-2017-157483,11/11/2017,11/18/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004260,Office Supplies,Art,,181.86,7,0,50.9208,727.44
3176,US-2017-132059,9/23/2017,9/29/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,FUR-BO-10001811,Furniture,Bookcases,,180.588,2,0.7,-240.784,722.352
3177,US-2017-132059,9/23/2017,9/29/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,TEC-AC-10003280,Technology,Accessories,,47.984,2,0.2,0.5998,47.984
3178,CA-2017-122280,9/10/2017,9/10/2017,Same Day,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004911,Office Supplies,Paper,,18.76,2,0,9.0048,56.28
3179,CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001487,Furniture,Furnishings,,20.94,3,0,6.0726,20.94
3180,CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,,58.68,2,0,18.1908,58.68
3181,CA-2017-105235,12/5/2017,12/11/2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,OFF-AP-10001271,Office Supplies,Appliances,,254.9,5,0,68.823,764.7
3182,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10004728,Office Supplies,Binders,,9.64,2,0,4.4344,38.56
3183,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,TEC-AC-10004666,Technology,Accessories,,826.62,3,0,355.4466,1653.24
3184,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,,1633.14,9,0,473.6106,3266.28
3185,CA-2017-152912,11/9/2017,11/12/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,,544.38,3,0,157.8702,2177.52
3186,CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000632,Office Supplies,Binders,,26.046,3,0.8,-44.2782,26.046
3187,CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-EN-10004773,Office Supplies,Envelopes,,74.352,3,0.2,26.9526,74.352
3188,CA-2017-159352,3/12/2017,3/17/2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004700,Technology,Phones,,69.93,7,0,32.1678,349.65
3189,US-2017-146416,10/20/2017,10/22/2017,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695,West,OFF-LA-10003714,Office Supplies,Labels,,3.75,1,0,1.8,18.75
3190,US-2017-146416,10/20/2017,10/22/2017,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695,West,OFF-BI-10001787,Office Supplies,Binders,,20.928,4,0.2,7.5864,104.64
3191,US-2015-163783,12/27/2015,1/1/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Chicago,Illinois,60610,Central,OFF-ST-10002957,Office Supplies,Storage,,12.672,3,0.2,-3.168,63.36
3192,CA-2017-123981,10/2/2017,10/8/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002115,Technology,Phones,,65.99,1,0,17.1574,263.96
3193,CA-2017-158953,6/4/2017,6/8/2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,77489,Central,OFF-BI-10002557,Office Supplies,Binders,,6.37,7,0.8,-9.555,12.74
3194,CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10002949,Office Supplies,Binders,,3.648,3,0.8,-6.0192,7.296
3195,CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10004100,Office Supplies,Paper,,31.104,6,0.2,10.8864,31.104
3196,CA-2016-169026,8/8/2016,8/13/2016,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,39212,South,OFF-FA-10001883,Office Supplies,Fasteners,,23.34,3,0,0.2334,93.36
3197,CA-2017-109750,7/22/2017,7/28/2017,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,New York City,New York,10009,East,TEC-PH-10000702,Technology,Phones,,29.97,3,0,14.0859,149.85
3198,CA-2015-149384,7/10/2015,7/10/2015,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West,OFF-BI-10003196,Office Supplies,Binders,,3.366,3,0.7,-2.244,3.366
3199,CA-2014-131527,12/1/2014,12/7/2014,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10001644,Technology,Phones,,95.968,4,0.2,9.5968,191.936
3200,CA-2017-164000,12/18/2017,12/22/2017,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003183,Office Supplies,Art,,18.704,7,0.2,2.338,93.52
3201,CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,FUR-FU-10000308,Furniture,Furnishings,,149.232,3,0.2,3.7308,746.16
3202,CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,OFF-PA-10001526,Office Supplies,Paper,,15.936,4,0.2,5.7768,47.808
3203,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-PH-10002103,Technology,Phones,,601.536,8,0.2,60.1536,1804.608
3204,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-AC-10004209,Technology,Accessories,,10.99,1,0,4.2861,21.98
3205,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10000397,Furniture,Furnishings,,39.88,2,0,11.1664,79.76
3206,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,OFF-PA-10002137,Office Supplies,Paper,,62.24,8,0,28.008,186.72
3207,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10001867,Furniture,Furnishings,,53.2,5,0,14.896,266
3208,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,OFF-LA-10000407,Office Supplies,Labels,,39.84,8,0,18.3264,79.68
3209,CA-2016-108882,1/9/2016,1/15/2016,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-AC-10000420,Technology,Accessories,,349.95,5,0,118.983,1399.8
3210,CA-2016-108882,1/9/2016,1/15/2016,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-PH-10002726,Technology,Phones,,377.928,9,0.2,141.723,1133.784
3211,US-2017-108245,9/22/2017,9/27/2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,OFF-EN-10001415,Office Supplies,Envelopes,,13.392,3,0.2,5.022,66.96
3212,US-2017-108245,9/22/2017,9/27/2017,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,OFF-BI-10000773,Office Supplies,Binders,,11.228,7,0.8,-18.5262,44.912
3213,CA-2014-142314,12/23/2014,12/28/2014,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374,Central,OFF-AP-10002350,Office Supplies,Appliances,,207.24,11,0,58.0272,414.48
3214,CA-2016-132409,5/26/2016,6/1/2016,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001919,Office Supplies,Art,,1.504,1,0.2,0.1692,7.52
3215,CA-2016-132409,5/26/2016,6/1/2016,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002082,Office Supplies,Appliances,,34.848,2,0.2,6.534,69.696
3216,CA-2017-150189,7/8/2017,7/10/2017,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,94403,West,OFF-LA-10002762,Office Supplies,Labels,,75.18,6,0,35.3346,300.72
3217,CA-2014-114433,5/13/2014,5/17/2014,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,California,94601,West,TEC-AC-10002800,Technology,Accessories,,149.97,3,0,52.4895,749.85
3218,CA-2017-104640,11/10/2017,11/16/2017,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003925,Office Supplies,Binders,,931.176,3,0.2,314.2719,2793.528
3219,CA-2017-104640,11/10/2017,11/16/2017,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002200,Technology,Phones,,430.88,2,0,124.9552,430.88
3220,US-2015-137008,10/2/2015,10/8/2015,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-PA-10001295,Office Supplies,Paper,,94.85,5,0,45.528,379.4
3221,US-2015-137008,10/2/2015,10/8/2015,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-EN-10002500,Office Supplies,Envelopes,,51.12,4,0,23.004,51.12
3222,US-2015-137008,10/2/2015,10/8/2015,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-AC-10000892,Technology,Accessories,,90,1,0,32.4,180
3223,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-PA-10001838,Office Supplies,Paper,,9.408,2,0.2,3.4104,37.632
3224,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,,4.672,2,0.2,1.46,4.672
3225,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,,318.4,2,0.2,107.46,955.2
3226,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,,12.768,6,0.2,4.6284,63.84
3227,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,,15.36,2,0.2,-3.264,30.72
3228,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,,230.376,3,0.2,20.1579,691.128
3229,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-AC-10003038,Technology,Accessories,,7.16,1,0.2,-0.0895,14.32
3230,CA-2014-154641,8/11/2014,8/16/2014,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004459,Office Supplies,Storage,,375.34,1,0,18.767,1876.7
3231,CA-2017-131625,9/1/2017,9/5/2017,Second Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10009,East,FUR-FU-10004960,Furniture,Furnishings,,114.9,5,0,39.066,229.8
3232,US-2017-156356,4/16/2017,4/22/2017,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000632,Office Supplies,Binders,,26.046,3,0.8,-44.2782,52.092
3233,US-2017-156356,4/16/2017,4/22/2017,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001107,Office Supplies,Binders,,2.896,1,0.8,-4.7784,2.896
3234,US-2017-156356,4/16/2017,4/22/2017,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10002301,Office Supplies,Storage,,32.544,2,0.2,-7.7292,32.544
